Sucursal;Division;Categoria;Grupo;Producto;ProdNombre;Proveedor;SALDOUNDTOTAL; Total Costo Und.
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;ATADURAS;AOF000355;ATADURA DE SEGURIDAD #9(PELIO) CHINO;SIN ESPESIFICAR;481;L4,565.67
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;ATADURAS;AOF000356;ATADURA DE SEGURIDAD #7(PELIO) CHINO ;SIN ESPESIFICAR;1,181.00;L12,387.23
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;ATADURAS;AOF000368;ATADURA DE SEGURIDAD #3 PELIO CHINO ;SIN ESPESIFICAR;5,049.00;L31,100.53
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;ATADURAS;AOF000369;ATADURA DE SEGURIDAD #5 PELIO CHINO ;SIN ESPESIFICAR;3,172.00;L141,390.38
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;ATADURAS;AOF000514;BALA PLASTICA 75MM CHINO USAR;SIN ESPESIFICAR;159;L7,895.68
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;ATADURAS;AOF000515;BALA PLASTICA 25MM CHINO USAR;SIN ESPESIFICAR;245;L9,236.52
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;ATADURAS;AOF001075;ATADURA DE SEGURIDAD #18 PELIO CHINA 2024;SIN ESPESIFICAR;1,346.00;L21,724.22
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;BANDEJAS ARCHIVADORAS;AOF000570;BANDEJA P/DOCUMENTOS NEGRA USAR;TECHNO OFFICE SUPPLIES S, DE R.L.;6;L1,518.21
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;BANDEJAS ARCHIVADORAS;AOF001073;BANDEJA D/PAPELES 3 PISOS CHINA 2024;SIN ESPESIFICAR;60;L5,188.31
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;BATERIAS;AOF000428;BATERIA RELOJ MAXELL LR41;ALMACEN EL PAJARO AZUL S.A DE C.V;73;L1,095.00
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;BATERIAS;AOF000617;BATERIA P/RELOJ LR44 MAXELL ALCALINA;ALMACEN EL PAJARO AZUL S.A DE C.V;5;L125.00
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;BATERIAS;AOF000751;BATERIA 3V LITHIUM CR2025;ALMACEN EL PAJARO AZUL S.A DE C.V;26;L910.00
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;BATERIAS;AOF000966;BATERIA 3V LITHIUM CR2032;ALMACEN EL PAJARO AZUL S.A DE C.V;13;L455.00
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;BATERIAS;AOF001166;BATERIA DE 3V 36 MAH GP-CR1220;ALMACEN EL PAJARO AZUL S.A DE C.V;8;L282.72
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;BATERIAS;SEL001353;BATERIAS ENERGIZER MAX 9V 1UND;CIA MERCANTIL LA CASA BLANCA SRL CV;6;L435.91
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;BATERIAS;SEL001679;BATERIA AA 2PZS CHINA 2024;SIN ESPESIFICAR;1,218.00;L48,063.42
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;BATERIAS;SEL001680;BATERIA AAA 2PZS CHINA 2024;SIN ESPESIFICAR;1,177.00;L32,184.55
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;BOLIGRAFOS;AOF000604;BOLIGRAFO NEGRO CHINO 2024;JOCSAN RUEDA/PROYECTO;17,046.00;L17,404.65
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;BOLIGRAFOS;AOF001050;BOLIGRAFO DETECTOR BILLETES FALSOS CHINO 2024;SIN ESPESIFICAR;592;L2,503.46
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;BORRADORES;AOF000567;BORRADOR DE GOMA USAR;PAPELERA CALPULES S.A. DE C.V.;19;L22.10
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;BORRADORES;AOF000899;BORRADOR D/PIZARRA CHINA 2024;SIN ESPESIFICAR;670;L2,513.99
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;BORRADORES;AOF001304;BORRADOR 22077-132 USAR ;SIN ESPESIFICAR;12;L70.26
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;BORRADORES;AOF001305;BORRADOR 22077-007235;SIN ESPESIFICAR;2;L4.65
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;BORRADORES;AOF001306;BORRADOR 22077-129 USAR ;SIN ESPESIFICAR;3;L28.69
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;BORRADORES;AOF001307;BORRADOR 22077-130 USAR;SIN ESPESIFICAR;4;L34.39
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CAJA CHICA;AOF000254;CAJA CHICA CHINA;SIN ESPESIFICAR;49;L4,490.43
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CAJA CHICA;AOF000889;CAJA CHICA 30X24X9CM;AGENCIA LA MUNDIAL S.A DE C.V;2;L486.46
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CAJA CHICA;AOF001032;CAJA CHICA 12 PLG CHINA 2024;SIN ESPESIFICAR;40;L4,858.25
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CAJA CHICA;CON003956;CAJA SEGURIDAD PEQ. HOTELES CHINO;SIN ESPESIFICAR;28;L3,423.63
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CAJAS ARMABLES;AOF000028;CAJA D/ARCHIVO AUTOARMABLE USAR ;ACCESORIOS PARA COMPUTADORAS Y OFICINAS S.A DE C.V;145;L8,447.70
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CALCULADORA;AOF000789;CALCULADORA C/TAPADERA CHINA;SIN ESPESIFICAR;3;L194.04
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CALCULADORA;AOF001143;CALCULADORA DE CORDON CHINA 2025;SIN ESPESIFICAR;1,831.00;L62,564.46
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CALCULADORA;AOF001144;CALCULADORA DE 12 DIGITOS CHINA 2025;SIN ESPESIFICAR;228;L9,646.26
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CALCULADORA;AOF001186;CALCULADORA 8 DIG EXECUTIVE  D/CORDON;PAPELERA CALPULES S.A. DE C.V.;182;L4,613.70
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CARTONCILLO;AOF000791;CARTONCILLO 6.5CMX4CM MIA GANCHO PEQUEÑO CHINO;SIN ESPESIFICAR;161,670.00;L23,760.64
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CARTONCILLO;AOF000792;CARTONCILLO 5*12.4CM  MIA DIADEMA MEDIANA CHINO;SIN ESPESIFICAR;101,359.00;L19,558.23
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CARTONCILLO;AOF000793;CARTONCILLO 10CMX5.5CM MIA GANCHO MEDIANO CHINO;SIN ESPESIFICAR;23,592.00;L4,615.77
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CARTONCILLO;AOF000794;CARTONCILLO 11.5CMX6CM MIA GANCHO GRANDE CHINO;SIN ESPESIFICAR;120,620.00;L29,385.44
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CARTONCILLO;AOF000795;CARTONCILLO 5*14CM MIA DIADEMA GRANDE CHINO;SIN ESPESIFICAR;111,087.00;L26,727.53
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CARTONCILLO;AOF001260;CARTONCILLO MIO MIO PEQUEÑO ROJO 6.5*4CM CHINA ;SIN ESPESIFICAR;28,800.00;L4,290.62
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CARTONCILLO;AOF001261;CARTONCILLO MIO MIO MEDIANO ROJO 10*5.5CM CHINA ;SIN ESPESIFICAR;25,600.00;L5,085.44
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CARTONCILLO;AOF001262;CARTONCILLO MIO MIO GRANDE ROJO 11.5*6CM CHINA ;SIN ESPESIFICAR;16,000.00;L3,972.64
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CARTONCILLO;AOF001263;CARTON P/ DIADEMA MIO MIO ROJO LETRA BLANCA CHINA ;SIN ESPESIFICAR;26,000.00;L5,162.30
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CARTONCILLO;AOF001264;CARTONCILLO MIO MIO PEQUEÑO BLANCO 6.5*4CM CHINA ;SIN ESPESIFICAR;26,100.00;L3,886.81
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CARTONCILLO;AOF001265;CARTONCILLO MIO MIO MEDIANO BLANCO 10*5.5CM CHINA ;SIN ESPESIFICAR;26,100.00;L5,186.85
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CARTONCILLO;AOF001266;CARTONCILLO MIO MIO GRANDE BLANCO 11.5*6CM CHINA ;SIN ESPESIFICAR;26,100.00;L6,478.54
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CARTONCILLO;AOF001267;CARTON DIADEMA MIO MIO BLANCO LETRA DORADA CHINA ;SIN ESPESIFICAR;26,200.00;L5,203.06
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CARTONCILLO;AOF001268;CARTON ST.THIAGO PEQUEÑO ROJO 2.5*4.44CM CHINO ;SIN ESPESIFICAR;31,500.00;L4,693.82
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CARTONCILLO;AOF001269;CARTON ST.THIAGO GRANDE 10*5CM ROJO CHINO ;SIN ESPESIFICAR;40,000.00;L9,932.40
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CARTONCILLO;AOF001270;CARTONCILLO SKANDALO PEQUEÑO 2.5*4.44CM CHINO 2026;SIN ESPESIFICAR;53,534.00;L7,976.03
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CARTONCILLO;AOF001271;CARTONCILLO WESTERN PEQUEÑO 2.5*4.44CM CHINO 2026;SIN ESPESIFICAR;126,000.00;L18,770.22
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CARTONCILLO;AOF001272;CARTONCILLO WESTERN GRANDE 5*12.4CM CHINO 2026;SIN ESPESIFICAR;101,000.00;L20,061.63
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CARTONCILLO;AOF001273;CARTON ST.THIAGO MEDIANO ROJO 3.8*6CM CHINO ;SIN ESPESIFICAR;10,000.00;L1,986.20
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CERA P/CONTAR;AOF000407;CUENTA FACIL CHINA 2024;SIN ESPESIFICAR;359;L4,785.25
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CINTA REGALO;AOF000019;CINTA PARA CHONGO DELGADA DE COLORES;LUIS GUILLERMO BRIZUELA RODRIGUEZ;1;L39.13
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CLIPS;AOF000673;CLIP 30MM CHINA;SIN ESPESIFICAR;415;L895.75
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CLIPS;AOF000674;CLIP 28MM CHINA;SIN ESPESIFICAR;344;L682.84
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CLIPS;AOF000676;CLIP MARIPOSA 51MM CHINA;SIN ESPESIFICAR;153;L207.76
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CLIPS;AOF000677;CLIP MARIPOSA 32MM CHINA;SIN ESPESIFICAR;108;L52.51
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CLIPS;AOF001065;CLIPS 32MM CHINA 2024;SIN ESPESIFICAR;452;L2,288.52
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CLIPS;AOF001066;CLIPS 50MM CHINA 2024;SIN ESPESIFICAR;282;L2,450.00
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CORRECTORES;AOF001064;MARCADOR FLUORESCENTE CHINA 2024;SIN ESPESIFICAR;10,734.00;L26,318.27
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CORRECTORES;AOF001300;CORRECTOR LIQUIDO 315-48-22077 USAR ;SIN ESPESIFICAR;13;L67.09
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CUADERNO;AOF000049;CUADERNO UNICO LARGO DE 400 PAG.  USAR ;ACCESORIOS PARA COMPUTADORAS Y OFICINAS S.A DE C.V;13;L713.70
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CUADERNO;AOF000051;LIBRETA AMARILLA MICRO;PAPELERA CALPULES S.A. DE C.V.;1;L16.02
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;CUADERNO;AOF001323;CUADERNO DE RESORTE CHINO 2026;SIN ESPESIFICAR;48;L1,220.39
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;DETECTORAS DE DINERO FALSO;AOF000377;DETECTORA DE DINERO FALSO USAR;DIVASA S.DE R.L.;7;L1,561.30
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;DETECTORAS DE DINERO FALSO;AOF001036;DETECTORA DE BILLETES FALSOS CHINA 2024;SIN ESPESIFICAR;85;L2,094.77
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;DETECTORAS DE DINERO FALSO;AOF001037;REPUESTO D/DETECTOR DE BILLESTES CHINO 2024;SIN ESPESIFICAR;140;L3,450.21
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;DISPENSADOR TAPE;AOF000888;DISPENSADOR DE TAPE CHINO 2024;SIN ESPESIFICAR;91;L4,440.35
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;FASTENERS;AOF000611;FASTENERS METALICO ;PAPELERA CALPULES S.A. DE C.V.;133;L2,595.49
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;FOLDERS;AOF000072;FOLDERS T/C COLORES USAR;PAPELERA CALPULES S.A. DE C.V.;409;L2,149.75
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;FOLDERS;AOF000073;FOLDER MANILA T/C USAR;PAPELERA CALPULES S.A. DE C.V.;100;L97.71
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;FOLDERS;AOF000075;FOLDER MANILA T/L;ACCESORIOS PARA COMPUTADORAS Y OFICINAS S.A DE C.V;50;L106.52
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;FOLDERS;AOF000077;FOLDER COLGANTE T/C;SIN ESPESIFICAR;3;L15.87
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;FOLDERS;AOF000078;FOLDER COLGANTE T-O UNIDAD;SIN ESPESIFICAR;75;L483.00
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;FOLDERS;AOF000864;SOBRE MANILA CAFE T/C CHINA 2024;SIN ESPESIFICAR;185;L113.04
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;FOLDERS;AOF001074;SOBRE MANILA NARANJA T/CARTA CHINA 2024;SIN ESPESIFICAR;11,681.00;L10,054.89
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;FOLDERS;AOF000074;FOLDER MANILA T/O;PAPELERA CALPULES S.A. DE C.V.;100;L112.80
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;FOLDERS;AOF001053;FOLDER CARTA ROJO UND;ACCESORIOS PARA COMPUTADORAS Y OFICINAS S.A DE C.V;12;L38.64
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;FOLDERS;AOF001159;FOLDER T/C MORADO;ACCESORIOS PARA COMPUTADORAS Y OFICINAS S.A DE C.V;24;L77.28
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;GRAPADORA;AOF000108;GRAPADORA STANLEY BOSTITCH USAR ;ACCESORIOS PARA COMPUTADORAS Y OFICINAS S.A DE C.V;7;L941.64
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;GRAPAS;AOF000100;GRAPAS 5000 UNDS BOSTICH  USAR;TECHNO OFFICE SUPPLIES S, DE R.L.;292;L10,220.00
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;GRAPAS;AOF000102;GRAPA 3/8 PARA GRAPADORA GRANDE;JOCSAN RUEDA/PROYECTO;1;L92.66
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;GRAPAS;AOF000446;GRAPAS STAPLES CHENYU 293122;SIN ESPESIFICAR;1;L0.93
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;GRAPAS;AOF000681;GRAPAS CHINA;SIN ESPESIFICAR;9;L34.39
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;GRAPAS;AOF001164;GRAPA INDUSTRIAL 23/13 1000 UND;PRODUCT DEPOT S. DE R.L;5;L43.25
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;GRAPAS;AOF001251;GRAPA 23/23 DELI 1000UND;OFFICE COMPUTERS S. DE R.L.;4;L169.88
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;HILO DE PESCAR;AOF000010;HILO P/PESCAR;AGENCIA LA MUNDIAL S.A DE C.V;55;L2,034.56
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;HOJAS LAMINAR;AOF000381;HOJA PROTECT PQT100 T/C TRANSPARENTE    ;ACCESORIOS PARA COMPUTADORAS Y OFICINAS S.A DE C.V;3,219.00;L1,573.13
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;HOJAS LAMINAR;AOF000487;HOJA MEMBRETADA ;DARLYNG ARACELY PEÑA RAMIREZ;3,482.00;L3,236.14
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;HOJAS LAMINAR;AOF000928;PAPEL CELOFAN 90CM X 50M 3718-25;SUPERTIENDAS XTRA S.A.;60;L5,986.97
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;HOJAS LAMINAR;AOF001255;LAMINA P/ LAMINAR TAMAÑO OFICIO CHINA 2026;SIN ESPESIFICAR;80;L18,170.89
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;HOJAS LAMINAR;AOF001256;LAMINA P/ LAMINAR TAMAÑO CARTA CHINA 2026;SIN ESPESIFICAR;63;L10,174.62
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;HULES;AOF000772;HULE #33 BOLSA 1/4 LIBRA;ACCESORIOS PARA COMPUTADORAS Y OFICINAS S.A DE C.V;184;L3,199.88
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;HULES;AOF000884;HULE BILLETERO CHINO 2024;SIN ESPESIFICAR;4,223.00;L31,455.56
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;LAPIZ GRAFITO;AOF000610;LAPIZ GRAFITO CHINO;SIN ESPESIFICAR;527;L419.63
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;MARCADORES;AOF000138;MARCADOR FLUORESCENTE USAR;PAPELERA CALPULES S.A. DE C.V.;1;L5.51
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;MARCADORES;AOF000361;MARCADOR ACRILICO MAGISTRAL DIDAC COLORE USAR ;SIN ESPESIFICAR;1,151.00;L19,543.98
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;MARCADORES;AOF000373;MARCADOR ACRILICO CHINO;SIN ESPESIFICAR;2,008.00;L3,072.24
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;MARCADORES;AOF000599;MARCADOR P/PIZARRA CHINO USAR;SIN ESPESIFICAR;154;L438.76
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;MARCADORES;AOF000874;MARCADOR PERMANENTE CHINO 2024;SIN ESPESIFICAR;2,688.00;L4,585.06
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;MARCADORES;AOF001246;MARCADOR PERMANENTE PUNTA FINA SHARPIE;PRODUCT DEPOT S. DE R.L;2;L35.52
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;MINAS ;AOF000451;MINAS 0.7 PAQ 122370;SIN ESPESIFICAR;7;L14.26
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;MINAS ;AOF000454;MINAS 0.5 PAQ 122367;SIN ESPESIFICAR;62;L66.75
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;MOBILIARIO DE OFICINA;AOF000957;CRONOMETRO CASIO HS-3V-1B NEGRO;DIVASA S.DE R.L.;1;L1,044.16
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;MOBILIARIO DE OFICINA;AOF000973;SILLA EJECUTIVA P/OFICINA 19544A-0604 CHINA 2025;SIN ESPESIFICAR;28;L26,107.94
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;MOBILIARIO DE OFICINA;AOF000974;SILLA SEMI-EJECUTIVA P/OFICINA 6102 CHINA 2024;SIN ESPESIFICAR;2;L1,141.46
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;MOBILIARIO DE OFICINA;AOF001051;CAJA FUERTE 60*40*30CM AZ-XH60 CHINA 2025;SIN ESPESIFICAR;6;L20,215.97
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;MOBILIARIO DE OFICINA;AOF001098;CAJA FUERTE 200*310*200MM 4.5 KG CHINA 2025;SIN ESPESIFICAR;1;L411.79
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;MOBILIARIO DE OFICINA;AOF001221;DURACLEAN CLEANING CARD KIT FOR ZC100/300;TUBELITE CENTROAMERICA S.A.;2;L915.34
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;MOBILIARIO DE OFICINA;AOF001242;SILLA DE ESPERA PESO MAX 200KG 19544A-1201-2 CHINA;SIN ESPESIFICAR;46;L15,411.54
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;MOBILIARIO DE OFICINA;USA000123;CAJA FUERTE USADA;SIN ESPESIFICAR;2;L596.00
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;NOTAS ADHESIVAS;AOF000506;NOTA ADHESIVA CHINA 2024;PAPELERA CALPULES S.A. DE C.V.;93;L1,487.53
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PALETAS;AOF000327;BATERIAS MAXELL SR920SW 5371;SIN ESPESIFICAR;1;L34.43
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PALETAS;AOF000337;BATERIA RECARGABLE 12V 7AMP;DANILO GARCIA/PROYECTOS;1;L356.50
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL BOND;AOF000082;RESMA PAPEL T/C USAR;PAPELERA CALPULES S.A. DE C.V.;199;L12,517.52
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL BOND;AOF000083;RESMA PAPEL T/O;SIN ESPESIFICAR;82;L6,850.76
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL BOND;AOF000084;RESMA PAPEL T/L;PAPELERA CALPULES S.A. DE C.V.;5;L497.49
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL BOND;AOF001070;PAPEL BOND P/PLOTER CHINA 2024;SIN ESPESIFICAR;35;L7,972.62
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL CARBON;AOF000045;PAPEL CARBON CARTA NEGRO;ACCESORIOS PARA COMPUTADORAS Y OFICINAS S.A DE C.V;12;L776.40
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL DE REGALO;AOF000013;PAPEL CHINA SURTIDO;LUIS GUILLERMO BRIZUELA RODRIGUEZ;466;L645.16
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL FORMA CONTINUA;AOF000391;FORMA CONTINUA 9 1/2X5 1/2 1P           ;ACCESORIOS PARA COMPUTADORAS Y OFICINAS S.A DE C.V;1;L866.09
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL TERMICO;AOF001142;ROLLO DE ALARMA SEGURIDAD MS-47 CHINA 2026 ;SIN ESPESIFICAR;2,507.00;L716,858.85
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL TERMICO;AOF000086;PAPEL TERMICO  USAR ;PAPER DEPOT S.A DE C.V;1,400.00;L63,275.80
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PEGAMENTO BARRA;AOF000165;PEGAMENTO EN BARRA UHU DE 40G;PAPELERA CALPULES S.A. DE C.V.;191;L1,396.70
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PEGAMENTO BARRA;AOF001029;SILICON BARRA CHINO 2026;SIN ESPESIFICAR;1,612.00;L2,373.86
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PEGAPRECIO;AOF000302;PEGAPRECIOS CHINO;SIN ESPESIFICAR;32;L62.91
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PEGAPRECIO;AOF000303;TINTA P/PISTOLA DE PEGAPRECIO  USAR ;SIN ESPESIFICAR;837;L3,348.00
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PEGAPRECIO;AOF000468;PEGAPRECIO LINEA ROJA USAR;SIN ESPESIFICAR;15;L47.78
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PEGAPRECIO;AOF001027;PEGAPRECIO CHINO 2024;SIN ESPESIFICAR;4,480.00;L18,763.23
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PERFORADORA;AOF000114;PERFORADORA PEQUEñA;SIN ESPESIFICAR;1;L10.00
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PERFORADORA;AOF000119;PERFORADORA MERLETO 1 AGUJERO;SIN ESPESIFICAR;1;L26.50
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PERFORADORA;AOF001034;PERFORADORA D/COLORES CHINA 2024;SIN ESPESIFICAR;359;L7,010.94
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PERFORADORA;AOF001035;PERFORADORA CHINA 2024;SIN ESPESIFICAR;201;L3,154.53
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PISTOLAS;AOF000153;PISTOLA P/SILICONE  USAR;PAPELERA CALPULES S.A. DE C.V.;13;L1,173.68
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PISTOLAS;AOF000154;PISTOLA PEGAPRECIO  CROWN;SIN ESPESIFICAR;1;L400.00
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PISTOLAS;AOF000353;PISTOLA PEGAPRECIO  CHINA USAR;SIN ESPESIFICAR;42;L10,080.00
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PISTOLAS;AOF000600;PISTOLA CHINA P/ BALAS USAR;SIN ESPESIFICAR;172;L4,454.10
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PISTOLAS;AOF001028;PISTOLA P/SILICON CHINA 2026;SIN ESPESIFICAR;95;L3,994.06
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PIZARRA;AOF000897;PIZARRA 40X60CM CON CORCHO CHINA 2024;SIN ESPESIFICAR;45;L1,458.15
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PIZARRA;AOF000898;PIZARRA 40X60CM CHINA 2024;SIN ESPESIFICAR;38;L1,918.29
BSU01;ARTICULOS OFICINA;PAPELERIA Y UTILES;PORTA CARNET;AOF000867;CINTA PARA RELOJ DE TIEMPO AMZ;AMAZON (USA);91;L8,037.27
